177,1301,3569,50.9,1473,7010,1412,522,12,11,t,Kultor,2017-06-13 15:01:37.530401,2017-06-13 15:01:37.530401,ps
178,569,1295,56.0,591,2311,593,212,29,6,t,Vinci279,2017-06-13 15:01:39.7151,2017-06-13 15:01:39.7151,ps
179,2658,4808,46.6,4386,10329,2655,892,30,2,t,m_makarios,2017-06-13 15:01:42.341193,2017-06-13 15:01:42.341193,steam
180,3556,10501,49.1,4870,21375,3239,1265,14,9,t,lamebananayep,2017-06-14 15:00:43.490292,2017-06-14 15:00:43.490292,steam
181,1170,3481,50.1,2161,6952,983,855,25,4,t,GuiConti,2017-06-14 15:00:46.856266,2017-06-14 15:00:46.856266,steam
182,8,10,71.4,0,14,2,0,18,7,t,rodrigotnoronha,2017-06-14 15:00:49.44973,2017-06-14 15:00:49.44973,steam
183,38,36,60.0,9,60,16,0,17,3,t,76561198146967680,2017-06-14 15:00:51.985706,2017-06-14 15:00:51.985706,steam
184,1303,3573,50.9,1474,7026,1414,522,13,11,t,Kultor,2017-06-14 15:00:54.764293,2017-06-14 15:00:54.764293,ps
185,569,1295,56.0,591,2311,593,212,30,6,t,Vinci279,2017-06-14 15:00:57.036089,2017-06-14 15:00:57.036089,ps
186,3334,7254,48.8,5074,14861,3068,1431,31,1,t,mmendesc,2017-06-14 15:01:00.105712,2017-06-14 15:01:00.105712,steam
187,2667,4829,46.5,4401,10375,2671,894,31,2,t,m_makarios,2017-06-14 15:01:03.127952,2017-06-14 15:01:03.127952,steam
188,3565,10526,49.1,4884,21430,3248,1269,15,9,t,lamebananayep,2017-06-15 15:00:48.713085,2017-06-15 15:00:48.713085,steam
189,1170,3481,50.1,2161,6952,983,855,26,4,t,GuiConti,2017-06-15 15:00:51.050694,2017-06-15 15:00:51.050694,steam
190,8,10,71.4,0,14,2,0,19,7,t,rodrigotnoronha,2017-06-15 15:00:53.579164,2017-06-15 15:00:53.579164,steam
191,38,36,60.0,9,60,16,0,18,3,t,76561198146967680,2017-06-15 15:00:56.606369,2017-06-15 15:00:56.606369,steam
192,1303,3573,50.9,1474,7026,1414,522,14,11,t,Kultor,2017-06-15 15:00:58.238655,2017-06-15 15:00:58.238655,ps
193,570,1300,56.1,593,2319,595,213,31,6,t,Vinci279,2017-06-15 15:01:01.142223,2017-06-15 15:01:01.142223,ps
194,3334,7254,48.8,5074,14861,3068,1431,32,1,t,mmendesc,2017-06-15 15:01:05.241316,2017-06-15 15:01:05.241316,steam
195,2667,4829,46.5,4401,10375,2671,894,32,2,t,m_makarios,2017-06-15 15:01:05.892118,2017-06-15 15:01:05.892118,steam
196,3590,10577,49.1,4908,21536,3273,1280,16,9,t,lamebananayep,2017-06-16 15:00:29.784388,2017-06-16 15:00:29.784388,steam
197,1170,3481,50.1,2162,6953,984,855,27,4,t,GuiConti,2017-06-16 15:00:32.529351,2017-06-16 15:00:32.529351,steam
198,8,10,71.4,0,14,2,0,20,7,t,rodrigotnoronha,2017-06-16 15:00:34.945548,2017-06-16 15:00:34.945548,steam
199,38,36,60.0,9,60,16,0,19,3,t,76561198146967680,2017-06-16 15:00:36.387367,2017-06-16 15:00:36.387367,steam
200,1308,3590,50.9,1479,7056,1422,523,15,11,t,Kultor,2017-06-16 15:00:37.982761,2017-06-16 15:00:37.982761,ps
201,572,1303,55.8,597,2336,599,214,32,6,t,Vinci279,2017-06-16 15:00:40.061762,2017-06-16 15:00:40.061762,ps
202,3336,7264,48.8,5083,14889,3071,1431,33,1,t,mmendesc,2017-06-16 15:00:43.183022,2017-06-16 15:00:43.183022,steam
203,2669,4837,46.5,4414,10395,2676,896,33,2,t,m_makarios,2017-06-16 15:00:46.804533,2017-06-16 15:00:46.804533,steam
204,3596,10592,49.1,4921,21585,3286,1283,17,9,t,lamebananayep,2017-06-17 15:00:46.63511,2017-06-17 15:00:46.63511,steam
205,1170,3481,50.1,2162,6953,984,855,28,4,t,GuiConti,2017-06-17 15:00:49.057423,2017-06-17 15:00:49.057423,steam
206,8,10,71.4,0,14,2,0,21,7,t,rodrigotnoronha,2017-06-17 15:00:51.099636,2017-06-17 15:00:51.099636,steam
207,38,36,60.0,9,60,16,0,20,3,t,76561198146967680,2017-06-17 15:00:52.749441,2017-06-17 15:00:52.749441,steam
208,1314,3599,50.9,1482,7076,1427,526,16,11,t,Kultor,2017-06-17 15:00:54.478869,2017-06-17 15:00:54.478869,ps
209,572,1303,55.8,597,2336,599,214,33,6,t,Vinci279,2017-06-17 15:00:56.697829,2017-06-17 15:00:56.697829,ps
210,3336,7264,48.8,5083,14889,3071,1431,34,1,t,mmendesc,2017-06-17 15:00:58.647117,2017-06-17 15:00:58.647117,steam
211,2669,4837,46.5,4414,10395,2676,896,34,2,t,m_makarios,2017-06-17 15:01:00.848108,2017-06-17 15:01:00.848108,steam
212,3604,10604,49.1,4928,21617,3294,1288,18,9,t,lamebananayep,2017-06-18 15:00:48.750043,2017-06-18 15:00:48.750043,steam
213,1170,3481,50.1,2162,6953,984,855,29,4,t,GuiConti,2017-06-18 15:00:51.478332,2017-06-18 15:00:51.478332,steam
214,8,10,71.4,0,14,2,0,22,7,t,rodrigotnoronha,2017-06-18 15:00:53.744603,2017-06-18 15:00:53.744603,steam
215,38,36,60.0,9,60,16,0,21,3,t,76561198146967680,2017-06-18 15:00:55.384632,2017-06-18 15:00:55.384632,steam
216,1323,3611,50.9,1490,7099,1433,530,17,11,t,Kultor,2017-06-18 15:00:57.03063,2017-06-18 15:00:57.03063,ps
